PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, P780
Station name, Cerrillos_PR2008
Begin Date, 2008-05-27
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P780.pbo.nam08.pos
Offset from source file, 22.92 mm North, 57.28 mm East, 3.96 mm Vertical
Reference position, 18.0750256874 North Latitude, -66.5791345794 East Longitude, 154.08664 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2011-07-25,23.49, 55.84, -4.29, 1.74, 2.03, 8.35, repro,
2011-07-26,21.82, 55.87, 1.47, 1.71, 2, 8.23, repro,
2011-07-27,19.82, 56.56, -4.93, 2.15, 2.51, 10.47, repro,
2011-07-28,25.39, 56.16, 8.86, 1.84, 2.17, 8.85, repro,
2011-07-29,23.74, 56.08, 11.56, 1.71, 1.97, 8.14, repro,
2011-07-30,21.78, 55.61, 8.71, 2.12, 2.34, 9.85, repro,
2011-07-31,19.52, 55.55, 4.60, 2.2, 2.48, 10.64, repro,
2011-08-01,22.92, 55.84, 5.42, 1.83, 2.19, 9.24, repro,
2011-08-02,25.28, 59.95, 1.85, 1.97, 2.25, 9.71, repro,
2011-08-03,23.31, 59.67, 7.79, 1.81, 2.02, 8.92, repro,
2011-08-04,23.91, 54.42, 3.27, 1.69, 1.96, 8.45, repro,
2011-08-05,21.62, 56.42, 10.89, 1.44, 1.68, 7.3, repro,
2011-08-06,21.97, 59.95, 5.83, 1.75, 2.02, 8.57, repro,
2011-08-07,21.56, 57.06, 19.16, 1.77, 2.07, 8.99, repro,
2011-08-08,23.66, 56.46, 0.58, 1.65, 1.92, 8.3, repro,
2011-08-09,21.74, 55.27, -2.97, 1.59, 1.88, 8.03, repro,
2011-08-10,21.06, 57.99, 3.29, 1.84, 2.13, 9.08, repro,
2011-08-11,20.93, 60.15, 10.88, 1.72, 2.01, 8.45, repro,
2011-08-12,21.39, 59.61, 2.37, 2.03, 2.44, 10.08, repro,
2011-08-13,22.98, 59.43, -3.34, 1.86, 2.14, 9.35, repro,
2011-08-14,21.19, 57.27, 9.84, 1.73, 2.04, 8.59, repro,
2011-08-15,18.67, 56.61, 16.38, 1.89, 2.16, 9.45, repro,
2011-08-16,22.30, 63.63, -10.56, 1.94, 2.28, 9.62, repro,
2011-08-17,17.88, 57.36, 16.42, 2, 2.24, 9.78, repro,
2011-08-18,20.87, 60.72, 2.90, 1.85, 2.14, 9.21, repro,
2011-08-19,22.07, 60.49, 11.59, 1.95, 2.23, 9.69, repro,
2011-08-20,21.68, 58.97, 10.31, 1.85, 2.1, 9.13, repro,
2011-08-21,18.05, 54.97, 13.80, 1.81, 2.11, 9, repro,
2011-08-22,18.71, 63.03, 26.22, 2.22, 2.55, 10.95, repro,
2011-08-23,23.62, 52.64, 43.72, 2.12, 2.51, 10.61, repro,
2011-08-24,23.21, 56.83, 10.61, 2.29, 2.59, 11.12, repro,
2011-08-25,21.48, 61.15, 30.81, 1.81, 2.1, 8.95, repro,
2011-08-26,22.17, 59.43, 8.46, 1.66, 1.99, 8.44, repro,
2011-08-27,21.45, 59.51, 11.99, 1.73, 2.03, 8.71, repro,
2011-08-28,20.59, 58.38, 4.78, 1.64, 1.96, 8.22, repro,
2011-08-29,22.55, 60.04, 7.19, 1.7, 1.97, 8.67, repro,
2011-08-30,23.13, 58.46, 8.35, 2.28, 2.58, 10.87, repro,
2011-08-31,21.82, 57.48, 1.77, 2.14, 2.44, 10.35, repro,
2011-09-01,18.81, 55.28, 14.10, 2.39, 2.7, 11.84, repro,
2011-09-02,21.62, 57.70, 7.31, 1.72, 2.01, 8.66, repro,
2011-09-03,19.09, 58.20, 5.68, 2.01, 2.27, 9.8, repro,
2011-09-04,21.82, 56.73, 21.18, 2.03, 2.41, 9.85, repro,
2011-09-05,20.13, 58.26, -6.48, 2.41, 2.86, 11.56, repro,
2011-09-06,23.27, 59.32, 9.53, 2.02, 2.29, 9.95, repro,
2011-09-07,23.30, 59.06, 11.30, 2.17, 2.54, 10.61, repro,
2011-09-08,19.80, 56.43, 5.38, 1.93, 2.15, 9.47, repro,
2011-09-09,20.87, 61.19, 0.12, 1.83, 2.07, 8.94, repro,
2011-09-10,21.83, 57.89, 6.33, 1.7, 1.95, 8.42, repro,
2011-09-11,23.92, 61.12, 0.20, 1.83, 2.11, 8.97, repro,
2011-09-12,20.86, 60.46, 16.41, 1.95, 2.3, 9.86, repro,
2011-09-13,18.38, 67.57, 32.18, 2.08, 2.38, 10.3, repro,
2011-09-14,21.28, 61.85, 15.16, 1.95, 2.35, 9.65, repro,
2011-09-15,20.51, 59.06, 5.58, 1.78, 2.07, 9.05, repro,
2011-09-16,25.89, 55.78, 8.62, 2.08, 2.44, 10.3, repro,
2011-09-17,24.44, 58.45, 11.26, 1.75, 2.05, 8.66, repro,
2011-09-18,23.48, 57.24, 5.20, 1.7, 1.96, 8.49, repro,
2011-09-19,22.10, 59.23, 13.95, 1.83, 2.09, 9.15, repro,
2011-09-20,23.45, 57.34, 11.28, 1.55, 1.84, 7.82, repro,
2011-09-21,21.67, 57.68, -3.77, 1.45, 1.73, 7.32, repro,
2011-09-22,24.34, 57.92, 6.17, 2.01, 2.32, 9.93, repro,
2011-09-23,24.42, 58.18, 10.31, 1.65, 1.96, 8.35, repro,
2011-09-24,24.27, 62.82, -3.00, 1.86, 2.13, 9.2, repro,
2011-09-25,22.16, 59.38, 12.92, 2.03, 2.46, 10.08, repro,
2011-09-26,21.76, 57.93, -6.42, 1.85, 2.22, 9.13, repro,
2011-09-27,22.76, 59.44, 0.65, 1.55, 1.82, 7.67, repro,
2011-09-28,22.46, 60.34, -0.45, 1.84, 2.25, 9.15, repro,
2011-09-29,26.50, 59.90, -0.82, 1.97, 2.42, 9.8, repro,
2011-09-30,16.90, 60.76, -5.70, 2.03, 2.37, 9.83, repro,
2011-10-01,21.54, 57.61, -2.43, 1.89, 2.27, 9.47, repro,
2011-10-02,24.78, 57.47, 8.05, 1.9, 2.25, 9.44, repro,
2011-10-03,22.93, 58.77, 8.32, 1.66, 1.99, 8.29, repro,
2011-10-04,23.22, 60.05, 5.05, 2.34, 2.68, 11.51, repro,
2011-10-05,21.92, 61.41, 14.90, 2.22, 2.54, 10.68, repro,
2011-10-06,22.09, 57.09, 9.24, 1.7, 2.02, 8.38, repro,
2011-10-07,26.54, 58.15, 5.37, 1.86, 2.14, 9.04, repro,
2011-10-08,24.32, 59.70, 1.24, 2.03, 2.4, 9.8, repro,
2011-10-09,23.90, 59.52, 7.62, 1.73, 2.01, 8.45, repro,
2011-10-10,23.69, 57.23, 9.67, 1.74, 2.14, 8.68, repro,
2011-10-11,21.09, 60.30, -7.35, 1.94, 2.27, 9.45, repro,
2011-10-12,22.15, 60.92, 17.36, 1.97, 2.36, 9.61, repro,
2011-10-13,21.73, 57.88, -3.67, 1.88, 2.18, 9.17, repro,
2011-10-14,17.65, 60.37, -5.53, 2.04, 2.41, 9.92, repro,
2011-10-15,21.47, 60.88, -4.50, 1.9, 2.34, 9.19, repro,
2011-10-16,22.81, 60.67, -1.79, 1.79, 2.13, 8.82, repro,
2011-10-17,23.97, 59.55, -0.61, 1.95, 2.51, 9.78, repro,
2011-10-18,22.46, 61.83, -2.26, 1.98, 2.36, 9.56, repro,
2011-10-19,20.60, 61.34, 2.08, 1.79, 2.17, 8.64, repro,
2011-10-20,23.54, 61.42, 2.06, 1.6, 1.92, 7.87, repro,
2011-10-21,24.39, 61.52, 6.70, 1.84, 2.14, 8.97, repro,
2011-10-22,25.62, 60.86, 8.22, 2, 2.36, 9.95, repro,
2011-10-23,21.19, 59.82, 0.66, 1.98, 2.42, 9.57, repro,
2011-10-24,26.04, 58.22, 1.00, 1.63, 1.97, 8.03, repro,
2011-10-25,25.72, 54.46, 4.73, 1.78, 2.13, 8.78, repro,
2011-10-26,20.84, 60.62, 7.61, 1.76, 2.07, 8.68, repro,
2011-10-27,22.81, 61.84, 6.16, 1.84, 2.29, 8.89, repro,
2011-10-28,23.12, 60.24, 2.57, 1.75, 2.05, 8.53, repro,
2011-10-29,20.61, 60.49, -6.15, 1.99, 2.31, 9.62, repro,
2011-10-30,25.67, 61.57, -4.93, 1.81, 2.26, 8.76, repro,
2011-10-31,24.60, 60.42, 8.10, 1.78, 2.06, 8.71, repro,
2011-11-01,21.91, 58.08, 9.66, 1.94, 2.25, 9.47, repro,
2011-11-02,23.61, 61.51, 9.39, 1.66, 2.02, 8.27, repro,
2011-11-03,25.06, 60.43, 0.86, 1.52, 1.8, 7.48, repro,
2011-11-04,23.29, 60.13, 5.05, 1.56, 1.93, 7.72, repro,
2011-11-05,25.81, 61.05, 3.97, 1.36, 1.67, 6.74, repro,
2011-11-06,25.27, 59.70, 2.80, 1.55, 1.89, 7.64, repro,
2011-11-07,24.91, 61.48, -6.72, 1.74, 2.16, 8.6, repro,
2011-11-08,25.05, 60.54, 1.00, 1.55, 1.91, 7.6, repro,
2011-11-09,25.17, 61.22, 10.47, 2.1, 2.61, 10.02, repro,
2011-11-10,25.98, 62.39, -1.43, 1.74, 2.18, 8.37, repro,
2011-11-11,28.85, 59.75, 3.90, 2.15, 2.65, 10.51, repro,
2011-11-12,25.60, 62.90, 2.54, 1.74, 2.16, 8.58, repro,
2011-11-13,26.75, 63.49, 5.15, 1.9, 2.31, 9.22, repro,
2011-11-14,25.16, 63.35, -15.15, 1.81, 2.18, 8.92, repro,
2011-11-15,24.56, 66.10, -3.95, 1.73, 2.14, 8.44, repro,
2011-11-16,24.11, 58.63, -3.37, 1.97, 2.37, 9.59, repro,
2011-11-17,23.60, 65.89, 4.87, 1.68, 2.06, 8.27, repro,
2011-11-18,24.36, 64.60, 5.17, 1.7, 2.08, 8.32, repro,
2011-11-19,23.36, 63.66, -2.67, 1.85, 2.28, 9.01, repro,
2011-11-20,14.22, 66.83, 143.91, 7.72, 9.06, 35.83, repro,
2011-11-21,22.18, 61.75, 4.20, 2.04, 2.39, 9.89, repro,
2011-11-22,23.81, 64.17, 6.47, 1.78, 2.21, 8.57, repro,
2011-11-23,22.12, 61.07, -0.08, 1.95, 2.43, 9.29, repro,
2011-11-24,18.78, 62.32, 6.51, 1.88, 2.34, 9.04, repro,
2011-11-25,22.68, 62.29, -14.82, 1.95, 2.39, 9.49, repro,
2011-11-26,25.05, 60.36, 9.30, 2.03, 2.52, 9.98, repro,
2011-11-27,20.41, 64.09, 0.71, 1.76, 2.16, 8.67, repro,
2011-11-28,25.81, 62.42, -1.28, 1.77, 2.17, 8.59, repro,
2011-11-29,24.02, 66.45, 5.84, 1.43, 1.73, 6.94, repro,
2011-11-30,25.76, 59.95, -0.28, 1.75, 2.18, 8.45, repro,
2011-12-01,22.36, 64.21, 5.71, 1.87, 2.37, 9.04, repro,
2011-12-02,26.64, 64.06, 7.42, 1.51, 1.85, 7.43, repro,
2011-12-03,24.63, 64.24, 4.46, 1.45, 1.74, 7.11, repro,
2011-12-04,26.06, 60.30, 1.43, 1.43, 1.71, 6.9, repro,
2011-12-05,24.61, 61.53, 0.36, 1.47, 1.76, 7.12, repro,
2011-12-06,25.85, 62.69, -6.31, 1.97, 2.39, 9.69, repro,
2011-12-07,26.09, 63.55, -4.05, 1.71, 2.1, 8.37, repro,
2011-12-08,21.51, 63.83, 14.97, 1.97, 2.4, 9.38, repro,
2011-12-09,26.78, 65.86, 9.95, 1.74, 2.04, 8.42, repro,
2011-12-10,26.76, 60.70, 5.50, 1.95, 2.34, 9.49, repro,
2011-12-11,27.64, 64.14, 4.95, 1.9, 2.31, 9.18, repro,
2011-12-12,26.52, 64.24, 3.49, 1.63, 1.9, 7.97, repro,
2011-12-13,27.98, 63.74, 4.78, 1.72, 2.02, 8.38, repro,
2011-12-14,24.74, 62.73, -3.09, 1.38, 1.59, 6.75, repro,
2011-12-15,25.83, 62.63, 0.43, 1.71, 2.07, 8.27, repro,
2011-12-16,24.11, 63.60, -5.99, 1.53, 1.81, 7.41, repro,
2011-12-17,23.63, 64.06, 3.77, 1.45, 1.71, 7.13, repro,
2011-12-18,25.27, 62.71, 3.13, 1.38, 1.65, 6.76, repro,
2011-12-19,24.11, 64.08, 0.08, 1.38, 1.61, 6.78, repro,
2011-12-20,24.04, 67.20, -3.66, 1.51, 1.83, 7.29, repro,
2011-12-21,24.42, 65.00, -6.88, 1.5, 1.8, 7.3, repro,
2011-12-22,23.03, 66.16, -5.88, 1.5, 1.79, 7.3, repro,
2011-12-23,25.31, 64.74, -16.72, 1.62, 1.9, 7.82, repro,
2011-12-24,24.14, 66.77, -5.23, 1.64, 1.94, 7.91, repro,
2011-12-25,23.76, 65.36, 4.97, 1.47, 1.77, 7.16, repro,
2011-12-26,24.09, 65.30, 10.19, 1.55, 1.85, 7.57, repro,
2011-12-27,24.33, 63.21, 5.48, 1.6, 1.89, 7.84, repro,
2011-12-28,20.37, 63.58, -2.88, 1.66, 1.92, 8.06, repro,
2011-12-29,23.59, 64.74, -0.66, 1.57, 1.9, 7.76, repro,
2011-12-30,23.56, 65.41, -7.83, 1.62, 1.98, 7.99, repro,
2011-12-31,24.26, 63.77, 5.37, 1.91, 2.27, 9.24, repro,
2012-01-01,24.01, 67.21, -7.36, 1.64, 1.95, 8.01, repro,
2012-01-02,23.86, 64.54, 4.66, 1.67, 2, 8.12, repro,
2012-01-03,23.68, 64.67, 10.04, 1.53, 1.79, 7.41, repro,
2012-01-04,25.24, 65.64, -8.77, 1.63, 1.97, 7.98, repro,
2012-01-05,24.18, 62.00, 3.62, 1.85, 2.23, 8.8, repro,
2012-01-06,22.03, 65.38, -10.79, 1.7, 2.07, 8.28, repro,
2012-01-07,23.02, 63.94, 1.72, 1.48, 1.75, 7.18, repro,
2012-01-08,23.45, 63.02, -3.91, 1.61, 1.87, 7.75, repro,
2012-01-09,23.93, 63.15, 0.66, 1.67, 1.94, 8.03, repro,
2012-01-10,22.93, 65.64, 5.28, 1.48, 1.75, 7.13, repro,
2012-01-11,23.32, 63.92, -1.80, 1.53, 1.79, 7.4, repro,
2012-01-12,24.30, 64.09, -7.15, 1.38, 1.63, 6.73, repro,
2012-01-13,23.55, 66.14, -0.53, 1.63, 1.96, 7.94, repro,
2012-01-14,24.00, 66.44, -16.10, 1.42, 1.67, 6.93, repro,
2012-01-15,25.22, 63.91, -6.45, 1.59, 1.83, 7.67, repro,
2012-01-16,23.44, 65.39, 3.08, 1.68, 1.94, 8.16, repro,
2012-01-17,29.96, 65.08, 12.01, 3.65, 4.02, 15.87, repro,
2012-01-18,26.47, 63.46, 1.34, 1.54, 1.76, 7.51, repro,
2012-01-19,27.39, 61.60, 10.91, 2.53, 2.9, 11.27, repro,
2012-01-20,25.43, 63.04, -8.36, 1.59, 1.81, 7.6, repro,
2012-01-21,24.10, 62.96, 1.05, 1.52, 1.78, 7.36, repro,
2012-01-22,24.87, 64.38, -4.00, 1.57, 1.82, 7.64, repro,
2012-01-23,25.69, 63.01, 5.55, 1.65, 1.92, 7.97, repro,
2012-01-24,25.85, 64.69, 13.57, 1.71, 1.94, 8.3, repro,
2012-01-25,25.39, 65.35, 3.86, 1.63, 1.89, 7.96, repro,
2012-01-26,25.56, 66.82, -3.08, 1.74, 2.01, 8.38, repro,
2012-01-27,26.54, 67.15, -11.21, 1.75, 2.05, 8.59, repro,
2012-01-28,25.68, 67.33, 2.90, 1.63, 1.87, 7.81, repro,
2012-01-29,25.14, 69.43, 4.73, 1.64, 1.91, 7.89, repro,
2012-01-30,24.69, 65.34, 1.42, 1.85, 2.15, 8.89, repro,
2012-01-31,27.72, 69.81, 0.19, 1.79, 2.07, 8.59, repro,
2012-02-01,27.54, 66.23, 8.86, 1.66, 1.94, 8.03, repro,
2012-02-02,28.17, 66.32, 20.65, 1.79, 2.04, 8.55, repro,
2012-02-03,25.20, 66.20, 5.89, 1.56, 1.83, 7.53, repro,
2012-02-04,25.03, 66.61, 12.69, 1.68, 1.95, 8.1, repro,
2012-02-05,26.57, 61.72, 5.50, 1.77, 2.1, 8.52, repro,
2012-02-06,25.23, 63.45, 10.96, 1.73, 2.01, 8.24, repro,
2012-02-07,27.01, 65.58, 1.00, 1.62, 1.9, 7.78, repro,
2012-02-08,27.27, 63.77, 8.35, 1.67, 1.95, 8.09, repro,
2012-02-09,27.14, 65.49, 4.18, 1.4, 1.62, 6.7, repro,
2012-02-10,27.14, 65.99, 12.36, 1.42, 1.64, 6.9, repro,
2012-02-11,25.59, 66.14, 7.87, 1.7, 1.91, 8.1, repro,
2012-02-12,26.74, 66.16, 11.80, 1.58, 1.82, 7.57, repro,
2012-02-13,25.58, 65.26, 5.11, 1.61, 1.77, 7.7, repro,
2012-02-14,25.60, 64.93, -1.11, 1.57, 1.85, 7.56, repro,
2012-02-15,24.46, 65.06, 4.83, 1.57, 1.83, 7.6, repro,
2012-02-16,27.05, 65.12, -0.39, 1.73, 1.99, 8.29, repro,
2012-02-17,26.70, 67.63, 14.88, 2.32, 2.7, 10.98, repro,
2012-02-18,24.59, 67.57, 1.80, 1.59, 1.8, 7.62, repro,
2012-02-19,25.87, 64.59, 7.26, 1.84, 2.09, 8.83, repro,
2012-02-20,29.46, 63.65, 9.26, 2.62, 2.87, 11.77, repro,
2012-02-21,25.97, 66.68, 4.18, 1.52, 1.72, 7.27, repro,
2012-02-22,24.38, 67.04, 0.50, 1.5, 1.71, 7.16, repro,
2012-02-23,25.88, 67.90, -0.68, 1.61, 1.79, 7.68, repro,
2012-02-24,25.24, 68.04, 7.50, 1.62, 1.9, 7.86, repro,
2012-02-25,24.71, 70.01, -0.51, 1.53, 1.74, 7.33, repro,
2012-02-26,22.58, 69.71, -0.09, 1.83, 2.13, 8.81, repro,
2012-02-27,25.43, 69.38, 1.08, 1.8, 2.08, 8.58, repro,
2012-02-28,29.64, 67.41, 4.88, 1.82, 2.1, 8.71, repro,
2012-02-29,24.52, 68.24, 10.79, 1.86, 2.16, 9.01, repro,
2012-03-01,25.26, 70.19, 6.59, 2.05, 2.32, 9.74, repro,
2012-03-02,26.72, 67.60, 2.45, 1.55, 1.83, 7.43, repro,
2012-03-03,24.97, 67.66, -3.85, 1.56, 1.81, 7.5, repro,
2012-03-04,24.92, 67.40, -6.03, 1.53, 1.79, 7.41, repro,
2012-03-05,25.30, 66.17, 3.92, 1.53, 1.78, 7.41, repro,
2012-03-06,25.94, 67.57, -9.23, 1.74, 2.02, 8.35, repro,
2012-03-07,27.66, 72.46, -5.79, 1.88, 2.21, 8.98, repro,
2012-03-08,27.45, 68.51, -14.09, 1.72, 2.01, 8.25, repro,
2012-03-09,24.61, 70.52, 14.10, 2.01, 2.31, 9.61, repro,
2012-03-10,26.44, 67.68, 0.36, 1.92, 2.28, 9.25, repro,
2012-03-11,25.62, 65.68, 9.87, 1.97, 2.33, 9.43, repro,
2012-03-12,28.28, 67.54, -1.96, 1.82, 2.2, 8.85, repro,
2012-03-13,24.30, 70.29, 2.63, 1.69, 2.06, 8.2, repro,
2012-03-14,23.83, 66.82, -3.82, 1.86, 2.24, 8.85, repro,
2012-03-15,25.73, 70.19, 1.04, 1.57, 1.82, 7.66, repro,
2012-03-16,25.40, 67.27, 3.76, 1.47, 1.72, 7.24, repro,
2012-03-17,25.47, 64.12, -5.70, 1.61, 1.95, 7.81, repro,
2012-03-18,24.00, 69.25, -0.09, 1.81, 2.13, 8.74, repro,
2012-03-19,28.09, 67.29, -6.02, 1.98, 2.32, 9.57, repro,
2012-03-20,26.97, 67.26, 14.11, 2.16, 2.62, 10.64, repro,
2012-03-21,26.59, 68.53, 13.81, 1.93, 2.39, 9.37, repro,
2012-03-22,26.00, 67.15, 3.13, 1.82, 2.18, 8.86, repro,
2012-03-23,26.01, 67.77, 0.32, 1.56, 1.87, 7.62, repro,
2012-03-24,27.40, 68.96, -1.79, 1.61, 1.96, 7.85, repro,
2012-03-25,22.51, 66.86, -9.65, 1.78, 2.12, 8.59, repro,
2012-03-26,27.96, 68.08, -7.02, 1.66, 1.96, 8.05, repro,
2012-03-27,27.72, 65.61, -6.43, 2.15, 2.72, 10.17, repro,
2012-03-28,29.30, 65.03, -2.92, 2.05, 2.43, 9.58, repro,
2012-03-29,26.97, 68.27, -11.73, 1.87, 2.16, 9.04, repro,
2012-03-30,21.20, 63.48, 10.69, 2, 2.42, 9.55, repro,
2012-03-31,24.74, 65.69, -2.61, 1.67, 1.97, 8.14, repro,
2012-04-01,26.62, 65.87, -9.56, 1.47, 1.72, 7.15, repro,
2012-04-02,27.18, 66.80, -5.63, 1.4, 1.64, 6.86, repro,
2012-04-03,27.44, 67.63, -0.98, 1.54, 1.8, 7.47, repro,
2012-04-04,26.34, 69.64, -6.39, 1.61, 1.98, 7.8, repro,
2012-04-05,26.83, 64.62, 2.87, 1.76, 2.03, 8.49, repro,
2012-04-06,26.83, 66.30, -0.14, 1.91, 2.25, 9.12, repro,
2012-04-07,26.79, 65.92, 6.39, 1.69, 2.04, 8.28, repro,
2012-04-08,26.95, 69.82, 6.91, 1.71, 2.02, 8.33, repro,
2012-04-09,27.85, 66.79, 7.36, 1.81, 2.16, 8.62, repro,
2012-04-10,26.61, 66.60, -6.30, 1.63, 1.94, 7.9, repro,
2012-04-11,28.84, 65.26, 1.29, 1.61, 1.88, 7.81, repro,
2012-04-12,30.13, 66.21, -5.55, 1.7, 1.96, 8.4, repro,
2012-04-13,32.28, 67.13, -2.48, 1.86, 2.21, 9.11, repro,
2012-04-14,26.53, 68.57, -5.58, 1.6, 1.86, 7.79, repro,
2012-04-15,26.68, 66.21, -4.30, 1.61, 1.87, 7.87, repro,
2012-04-16,26.40, 68.41, -1.44, 1.32, 1.54, 6.5, repro,
2012-04-17,27.03, 67.60, -6.06, 1.55, 1.79, 7.52, repro,
2012-04-18,26.52, 67.52, -11.45, 1.55, 1.82, 7.55, repro,
2012-04-19,26.88, 68.97, -3.77, 1.35, 1.58, 6.59, repro,
2012-04-20,27.63, 68.42, -8.24, 1.66, 1.95, 8.08, repro,
2012-04-21,27.33, 69.98, -9.90, 1.6, 1.88, 7.8, repro,
2012-04-22,27.09, 68.89, -11.53, 1.73, 1.99, 8.42, repro,
2012-04-23,26.91, 69.93, -9.09, 1.52, 1.76, 7.37, repro,
2012-04-24,26.51, 66.63, -8.21, 1.63, 1.85, 7.98, repro,
2012-04-25,24.68, 69.91, -8.11, 1.73, 1.96, 8.48, repro,
2012-04-26,21.78, 69.67, -7.76, 1.89, 2.22, 9.29, repro,
2012-04-27,24.87, 69.46, -11.43, 1.63, 1.95, 8.02, repro,
2012-04-28,27.77, 69.41, 3.07, 1.73, 2.03, 8.41, repro,
2012-04-29,27.68, 72.25, -2.28, 1.66, 1.98, 8.05, repro,
2012-04-30,27.65, 68.20, -3.33, 1.45, 1.74, 7.13, repro,
2012-05-01,27.91, 69.34, -0.17, 1.5, 1.79, 7.5, repro,
2012-05-02,24.60, 68.84, -5.39, 1.71, 2.07, 8.35, repro,
2012-05-03,26.47, 70.60, -4.35, 1.48, 1.79, 7.31, repro,
2012-05-04,25.67, 73.92, 7.29, 2.03, 2.58, 9.73, repro,
2012-05-05,22.03, 70.41, -12.56, 1.89, 2.29, 9.01, repro,
2012-05-06,26.44, 69.13, -6.28, 1.87, 2.34, 8.98, repro,
2012-05-07,28.36, 72.63, -7.97, 1.7, 2.01, 8.27, repro,
2012-05-08,28.60, 69.11, 1.80, 2.02, 2.42, 9.92, repro,
2012-05-09,22.73, 68.54, -4.99, 2.02, 2.36, 9.8, repro,
2012-05-10,27.08, 66.74, 2.30, 2.05, 2.53, 9.8, repro,
2012-05-11,27.40, 69.05, -6.14, 1.67, 1.98, 8.16, repro,
2012-05-12,29.06, 67.86, 3.17, 1.49, 1.77, 7.34, repro,
2012-05-13,25.94, 70.15, -0.27, 1.52, 1.86, 7.42, repro,
2012-05-14,25.45, 68.23, -0.02, 1.86, 2.26, 8.94, repro,
2012-05-15,29.14, 65.06, 9.04, 1.62, 2, 7.91, repro,
2012-05-16,28.58, 69.27, 12.36, 1.83, 2.29, 8.97, repro,
2012-05-17,24.43, 72.76, -4.42, 1.88, 2.28, 9.21, repro,
2012-05-18,26.38, 68.94, 6.18, 1.64, 1.96, 7.97, repro,
2012-05-19,26.18, 68.75, -1.23, 1.73, 2.08, 8.4, repro,
2012-05-20,23.89, 70.44, 2.02, 1.86, 2.2, 8.97, repro,
2012-05-21,28.38, 69.28, 16.60, 1.9, 2.19, 9.11, repro,
2012-05-22,24.97, 68.39, -3.76, 1.65, 1.97, 7.98, repro,
2012-05-23,26.40, 73.42, -3.83, 1.65, 2, 8.13, repro,
2012-05-24,26.42, 73.02, -4.15, 1.53, 1.83, 7.4, repro,
2012-05-25,25.58, 70.70, 0.35, 1.8, 2.11, 8.57, repro,
2012-05-26,26.96, 69.73, -0.51, 1.55, 1.84, 7.51, repro,
2012-05-27,25.60, 71.16, 10.41, 1.71, 1.98, 8.23, repro,
2012-05-28,25.28, 68.80, 3.22, 1.9, 2.25, 9.28, repro,
2012-05-29,26.80, 72.20, -7.31, 1.61, 1.84, 7.78, repro,
2012-05-30,25.70, 69.75, 5.19, 1.71, 1.98, 8.21, repro,
2012-05-31,25.16, 71.79, -2.09, 1.52, 1.81, 7.29, repro,
2012-06-01,26.13, 72.32, -0.90, 1.39, 1.64, 6.76, repro,
2012-06-02,27.53, 73.11, 1.73, 1.57, 1.84, 7.57, repro,
2012-06-03,26.29, 70.97, -1.85, 1.6, 1.88, 7.73, repro,
2012-06-04,27.42, 73.06, 12.30, 1.8, 2.07, 8.57, repro,
2012-06-05,28.21, 72.44, 4.22, 1.51, 1.78, 7.3, repro,
2012-06-06,26.71, 72.16, -3.20, 1.5, 1.79, 7.33, repro,
2012-06-07,25.21, 72.35, -0.96, 1.51, 1.76, 7.38, repro,
2012-06-08,26.52, 72.29, 1.95, 1.48, 1.75, 7.22, repro,
2012-06-09,28.67, 74.23, -7.55, 1.59, 1.88, 7.72, repro,
2012-06-10,23.54, 69.87, -0.12, 1.81, 2.09, 8.76, repro,
2012-06-11,27.43, 70.53, -10.18, 1.48, 1.76, 7.29, repro,
2012-06-12,27.18, 71.75, -1.51, 1.57, 1.86, 7.73, repro,
2012-06-13,28.23, 71.54, -1.47, 1.43, 1.7, 7.08, repro,
2012-06-14,27.97, 72.00, 2.57, 1.83, 2.16, 8.93, repro,
2012-06-15,27.93, 72.36, -3.25, 1.67, 1.93, 8.19, repro,
2012-06-16,27.55, 71.28, -2.04, 1.39, 1.63, 6.88, repro,
2012-06-17,28.10, 71.05, -6.31, 1.79, 2.07, 8.64, repro,
2012-06-18,27.82, 73.83, 0.28, 1.76, 2.05, 8.72, repro,
2012-06-19,30.31, 74.56, -7.64, 1.71, 1.97, 8.4, repro,
2012-06-20,29.47, 72.52, 1.37, 1.63, 1.9, 7.98, repro,
2012-06-21,27.92, 73.23, -2.76, 1.52, 1.78, 7.47, repro,
2012-06-22,27.27, 73.86, 4.02, 1.47, 1.72, 7.22, repro,
2012-06-23,25.54, 73.71, -7.44, 1.76, 2.04, 8.7, repro,
2012-06-24,29.35, 74.08, -2.40, 1.58, 1.84, 7.77, repro,
2012-06-25,27.38, 71.75, 0.52, 1.57, 1.83, 7.72, repro,
2012-06-26,28.97, 73.05, 1.11, 1.58, 1.82, 7.75, repro,
2012-06-27,28.77, 72.00, -2.30, 1.63, 1.9, 7.92, repro,
2012-06-28,29.93, 71.46, 1.37, 1.78, 2.03, 8.53, repro,
2012-06-29,20.78, 76.25, 2.30, 2.21, 2.53, 11.06, repro,
2012-06-30,28.38, 75.43, -3.96, 1.91, 2.16, 9.22, repro,
2012-07-01,27.01, 74.30, 9.10, 1.8, 2.07, 8.86, repro,
