PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, P780
Station name, Cerrillos_PR2008
Begin Date, 2008-05-27
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P780.pbo.nam08.pos
Offset from source file, 22.92 mm North, 57.28 mm East, 3.96 mm Vertical
Reference position, 18.0750256874 North Latitude, -66.5791345794 East Longitude, 154.08664 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2010-08-15,17.15, 38.18, 3.41, 1.92, 2.19, 8.96, repro,
2010-08-16,17.62, 39.51, 3.21, 2.05, 2.34, 9.46, repro,
2010-08-17,16.60, 44.54, 8.47, 2.05, 2.41, 9.67, repro,
2010-08-18,18.40, 41.84, 11.46, 1.95, 2.29, 9.12, repro,
2010-08-19,16.00, 39.54, 4.87, 2.27, 2.54, 11.12, repro,
2010-08-20,20.38, 41.43, 14.54, 1.92, 2.22, 8.94, repro,
2010-08-21,19.63, 39.92, 0.47, 1.57, 1.76, 7.33, repro,
2010-08-22,18.02, 38.37, 6.05, 1.85, 2.12, 8.71, repro,
2010-08-23,18.67, 37.57, 8.82, 1.99, 2.17, 9.45, repro,
2010-08-24,18.22, 42.76, 8.57, 1.76, 2.07, 8.18, repro,
2010-08-25,23.00, 40.13, 8.64, 2.1, 2.44, 9.88, repro,
2010-08-26,16.50, 39.89, 15.00, 2.45, 2.65, 11.71, repro,
2010-08-27,22.40, 41.91, 2.71, 1.89, 2.1, 8.84, repro,
2010-08-28,19.43, 41.08, 2.90, 1.97, 2.28, 9.29, repro,
2010-08-29,19.75, 38.74, 7.78, 1.7, 1.97, 8.02, repro,
2010-08-30,13.85, 38.54, 17.80, 2.08, 2.35, 9.82, repro,
2010-08-31,17.42, 37.74, 17.69, 2.01, 2.31, 9.59, repro,
2010-09-01,20.36, 40.31, 9.55, 1.89, 2.19, 9, repro,
2010-09-02,20.52, 41.37, 17.90, 1.89, 2.15, 8.92, repro,
2010-09-03,18.31, 40.27, 4.41, 1.62, 1.87, 7.67, repro,
2010-09-04,18.31, 43.24, 11.66, 1.58, 1.85, 7.47, repro,
2010-09-05,17.76, 38.89, 15.98, 2.07, 2.46, 10, repro,
2010-09-06,15.49, 38.14, 10.52, 1.94, 2.21, 9.1, repro,
2010-09-07,19.73, 38.75, -1.59, 1.84, 2.21, 8.68, repro,
2010-09-08,18.85, 41.62, -2.25, 2.27, 2.7, 10.76, repro,
2010-09-09,18.49, 40.08, 15.30, 2.27, 2.77, 10.64, repro,
2010-09-10,19.25, 41.07, 10.73, 2.14, 2.49, 9.98, repro,
2010-09-11,16.08, 41.39, 8.40, 1.84, 2.2, 8.69, repro,
2010-09-12,21.11, 42.10, 40.39, 1.98, 2.26, 9.29, repro,
2010-09-13,14.76, 39.82, 6.32, 2.09, 2.34, 9.92, repro,
2010-09-14,16.87, 40.43, 4.34, 2.06, 2.43, 9.79, repro,
2010-09-15,15.87, 39.32, -5.32, 2.17, 2.42, 10.41, repro,
2010-09-16,16.11, 42.66, 22.94, 2, 2.25, 9.29, repro,
2010-09-17,15.37, 43.11, 9.84, 2.11, 2.38, 9.8, repro,
2010-09-18,19.16, 44.22, 10.33, 2, 2.34, 9.55, repro,
2010-09-19,17.34, 43.34, 9.48, 1.9, 2.22, 8.87, repro,
2010-09-20,16.58, 44.80, 10.42, 1.74, 2, 8.13, repro,
2010-09-21,17.10, 43.40, 6.06, 1.84, 2.18, 8.71, repro,
2010-09-22,15.86, 46.39, -2.49, 1.78, 2.02, 8.46, repro,
2010-09-23,20.45, 44.63, -4.04, 1.94, 2.26, 9.16, repro,
2010-09-24,20.87, 44.10, -9.45, 2.1, 2.45, 9.86, repro,
2010-09-25,17.35, 44.74, 12.02, 1.85, 2.14, 8.81, repro,
2010-09-26,16.61, 43.06, 9.31, 1.93, 2.23, 9.13, repro,
2010-09-27,19.33, 44.63, 4.68, 1.88, 2.18, 8.82, repro,
2010-09-28,22.51, 45.29, 10.26, 1.91, 2.21, 8.88, repro,
2010-09-29,17.59, 44.46, 9.66, 1.87, 2.17, 8.73, repro,
2010-09-30,17.16, 44.49, 14.41, 1.86, 2.2, 8.78, repro,
2010-10-01,16.83, 46.71, 10.40, 1.73, 2, 8.24, repro,
2010-10-02,16.09, 44.71, 3.85, 1.88, 2.23, 8.92, repro,
2010-10-03,19.23, 44.09, 0.09, 1.84, 2.21, 8.72, repro,
2010-10-04,18.24, 47.71, 4.90, 2.07, 2.52, 9.8, repro,
2010-10-05,16.12, 47.10, 1.27, 2.01, 2.29, 9.44, repro,
2010-10-06,15.99, 47.52, 9.27, 2.3, 2.68, 10.45, repro,
2010-10-07,10.24, 49.05, 50.79, 2.16, 2.47, 10.15, repro,
2010-10-08,16.95, 47.12, 0.52, 1.96, 2.26, 9.19, repro,
2010-10-09,18.52, 44.98, 1.95, 1.67, 1.93, 7.89, repro,
2010-10-10,20.17, 42.30, 0.01, 1.61, 1.9, 7.6, repro,
2010-10-11,19.18, 44.83, -9.97, 1.9, 2.19, 8.92, repro,
2010-10-12,17.15, 46.28, 2.94, 1.77, 2.09, 8.4, repro,
2010-10-13,20.23, 47.52, -1.05, 2, 2.38, 9.42, repro,
2010-10-14,18.54, 43.81, 0.67, 2.01, 2.42, 9.58, repro,
2010-10-15,16.02, 47.09, -4.28, 2, 2.28, 9.46, repro,
2010-10-16,15.45, 43.08, 5.78, 2.05, 2.49, 9.66, repro,
2010-10-17,20.49, 46.44, 1.50, 2, 2.4, 9.28, repro,
2010-10-18,18.16, 44.10, 6.25, 1.58, 1.92, 7.51, repro,
2010-10-19,18.59, 42.89, 7.07, 1.7, 1.97, 7.96, repro,
2010-10-20,19.84, 44.13, 3.99, 1.8, 2.11, 8.52, repro,
2010-10-21,20.49, 43.66, 10.74, 1.68, 1.95, 7.87, repro,
2010-10-22,18.85, 42.28, 4.85, 1.56, 1.85, 7.35, repro,
2010-10-23,20.08, 40.41, 15.34, 1.87, 2.23, 8.88, repro,
2010-10-24,19.83, 42.51, -3.95, 1.77, 2.05, 8.31, repro,
2010-10-25,21.04, 44.66, 14.04, 1.57, 1.86, 7.39, repro,
2010-10-26,21.55, 45.24, 14.48, 1.69, 2, 7.95, repro,
2010-10-27,21.31, 46.05, 10.34, 1.79, 2.09, 8.5, repro,
2010-10-28,16.04, 50.81, 28.06, 1.91, 2.23, 8.95, repro,
2010-10-29,20.56, 45.31, 18.73, 1.72, 2.06, 8.1, repro,
2010-10-30,18.54, 45.09, 10.70, 1.86, 2.13, 8.59, repro,
2010-10-31,24.30, 46.09, 0.60, 1.82, 2.07, 8.36, repro,
2010-11-01,17.30, 46.13, -15.22, 1.96, 2.2, 8.97, repro,
2010-11-02,19.73, 45.61, 12.53, 1.61, 1.89, 7.47, repro,
2010-11-03,20.36, 43.86, 11.73, 1.71, 2.05, 8.06, repro,
2010-11-04,21.11, 46.11, 18.72, 1.67, 1.98, 7.86, repro,
2010-11-05,19.34, 44.60, 7.29, 1.93, 2.25, 9.04, repro,
2010-11-06,16.72, 47.01, 4.36, 2, 2.27, 9.21, repro,
2010-11-07,20.54, 44.01, 4.92, 1.57, 1.83, 7.25, repro,
2010-11-08,18.13, 43.66, 13.31, 1.37, 1.65, 6.39, repro,
2010-11-09,18.13, 43.00, 20.37, 1.45, 1.72, 6.7, repro,
2010-11-10,19.09, 46.08, 5.93, 1.71, 2.09, 7.98, repro,
2010-11-11,21.18, 41.98, 8.75, 1.96, 2.28, 9.02, repro,
2010-11-12,18.82, 45.82, 8.55, 1.47, 1.75, 6.84, repro,
2010-11-13,19.31, 45.18, 11.29, 1.51, 1.77, 6.99, repro,
2010-11-14,19.61, 43.67, 11.32, 1.48, 1.74, 6.84, repro,
2010-11-15,21.90, 44.16, 15.10, 1.36, 1.62, 6.37, repro,
2010-11-16,19.94, 42.94, 12.08, 1.41, 1.69, 6.59, repro,
2010-11-17,18.79, 44.36, 2.13, 1.48, 1.83, 6.87, repro,
2010-11-18,18.44, 46.00, 6.01, 1.65, 2.03, 7.65, repro,
2010-11-19,19.44, 45.26, 9.81, 1.58, 2.01, 7.39, repro,
2010-11-20,21.29, 45.25, 4.94, 1.61, 1.98, 7.48, repro,
2010-11-21,22.22, 44.00, 9.87, 1.66, 2.04, 7.7, repro,
2010-11-22,21.15, 47.05, 20.55, 1.97, 2.4, 9.16, repro,
2010-11-23,20.71, 47.32, 22.07, 1.77, 2.22, 8.31, repro,
2010-11-24,23.26, 47.30, 3.40, 1.67, 2.05, 7.84, repro,
2010-11-25,21.89, 46.96, 1.01, 1.42, 1.76, 6.6, repro,
2010-11-26,21.65, 47.25, 7.61, 1.52, 1.88, 7.11, repro,
2010-11-27,19.89, 45.05, 2.73, 1.54, 1.93, 7.16, repro,
2010-11-28,21.58, 46.39, 6.64, 1.44, 1.77, 6.67, repro,
2010-11-29,18.99, 45.39, 18.32, 1.64, 2.06, 7.62, repro,
2010-11-30,19.11, 47.80, 5.49, 1.56, 1.94, 7.33, repro,
2010-12-01,21.91, 50.93, 12.87, 1.81, 2.21, 8.44, repro,
2010-12-02,19.26, 46.79, 6.19, 1.43, 1.76, 6.64, repro,
2010-12-03,17.09, 46.49, 5.79, 1.44, 1.76, 6.72, repro,
2010-12-04,18.03, 47.33, 4.43, 1.41, 1.72, 6.57, repro,
2010-12-05,19.63, 48.52, 2.51, 1.43, 1.79, 6.67, repro,
2010-12-06,17.16, 48.61, 3.00, 1.55, 1.95, 7.25, repro,
2010-12-07,19.32, 48.58, 7.47, 1.65, 2.01, 7.72, repro,
2010-12-08,18.54, 47.09, 1.30, 1.32, 1.63, 6.18, repro,
2010-12-09,20.31, 48.26, 4.27, 1.57, 1.91, 7.36, repro,
2010-12-10,19.23, 45.75, 11.08, 1.49, 1.84, 7.06, repro,
2010-12-11,20.98, 48.47, 9.59, 1.54, 1.85, 7.22, repro,
2010-12-12,20.98, 47.59, 12.69, 1.56, 1.89, 7.33, repro,
2010-12-13,19.87, 49.14, 7.16, 1.56, 1.9, 7.26, repro,
2010-12-14,17.42, 48.42, 13.33, 1.62, 1.95, 7.6, repro,
2010-12-15,19.99, 46.93, 13.83, 1.63, 1.95, 7.6, repro,
2010-12-16,18.97, 46.40, 8.83, 1.48, 1.76, 6.93, repro,
2010-12-17,17.97, 47.06, 2.99, 1.46, 1.76, 6.78, repro,
2010-12-18,20.75, 47.53, -2.03, 1.7, 1.98, 7.95, repro,
2010-12-19,19.17, 46.55, 0.38, 1.45, 1.71, 6.79, repro,
2010-12-20,18.81, 47.48, 6.11, 1.56, 1.82, 7.27, repro,
2010-12-21,18.95, 48.33, 9.92, 1.27, 1.51, 5.89, repro,
2010-12-22,18.52, 49.35, 8.86, 1.2, 1.41, 5.6, repro,
2010-12-23,18.25, 49.09, 10.76, 1.62, 1.92, 7.48, repro,
2010-12-24,19.66, 49.15, 4.41, 1.46, 1.71, 6.81, repro,
2010-12-25,18.75, 50.27, -2.79, 1.45, 1.7, 6.79, repro,
2010-12-26,18.30, 49.33, -1.54, 1.34, 1.58, 6.28, repro,
2010-12-27,18.91, 48.77, 3.90, 1.58, 1.85, 7.44, repro,
2010-12-28,20.71, 49.10, -0.70, 1.75, 2.03, 8.23, repro,
2010-12-29,20.14, 48.09, 5.67, 1.37, 1.63, 6.39, repro,
2010-12-30,19.64, 47.73, 1.48, 1.25, 1.5, 5.95, repro,
2010-12-31,19.19, 48.64, -2.68, 1.33, 1.57, 6.3, repro,
2011-01-01,18.75, 50.23, -6.97, 1.54, 1.82, 7.31, repro,
2011-01-02,19.99, 51.62, -9.36, 1.68, 1.99, 7.98, repro,
2011-01-03,17.88, 48.33, 4.75, 1.5, 1.84, 7.15, repro,
2011-01-04,18.53, 48.21, 3.71, 1.39, 1.72, 6.62, repro,
2011-01-05,18.82, 49.35, 5.75, 1.52, 1.82, 7.21, repro,
2011-01-06,18.79, 48.45, -4.95, 1.2, 1.47, 5.74, repro,
2011-01-07,19.77, 46.98, 12.24, 1.4, 1.7, 6.66, repro,
2011-01-08,18.78, 47.51, 0.12, 1.5, 1.84, 7.13, repro,
2011-01-09,17.72, 48.75, 3.29, 1.51, 1.81, 7.12, repro,
2011-01-10,17.59, 47.66, -1.17, 1.47, 1.77, 7.03, repro,
2011-01-11,19.32, 51.29, -0.18, 1.64, 1.97, 7.9, repro,
2011-01-12,19.38, 49.93, -0.83, 1.69, 2.02, 8.03, repro,
2011-01-13,16.80, 50.09, -14.27, 1.54, 1.78, 7.08, repro,
2011-01-14,17.41, 49.33, 5.72, 1.31, 1.5, 5.93, repro,
2011-01-15,19.45, 49.31, 2.11, 1.4, 1.58, 6.34, repro,
2011-01-16,18.31, 48.93, -3.46, 1.37, 1.58, 6.28, repro,
2011-01-17,17.31, 49.30, 2.01, 1.61, 1.94, 7.61, repro,
2011-01-18,19.10, 47.70, 5.08, 1.58, 1.86, 7.47, repro,
2011-01-19,17.53, 48.75, -1.41, 1.51, 1.78, 7.12, repro,
2011-01-20,16.80, 49.17, -2.73, 1.62, 1.93, 7.69, repro,
2011-01-21,18.80, 47.55, 2.01, 1.51, 1.87, 7.16, repro,
2011-01-22,17.39, 48.36, 1.10, 1.56, 1.86, 7.37, repro,
2011-01-23,18.18, 47.30, 12.90, 1.8, 2.18, 8.5, repro,
2011-01-24,18.02, 47.53, 2.20, 1.53, 1.84, 7.22, repro,
2011-01-25,19.96, 52.63, -0.83, 1.6, 1.9, 7.54, repro,
2011-01-26,19.68, 47.25, 1.25, 1.47, 1.79, 7.09, repro,
2011-01-27,18.19, 48.30, 3.65, 1.4, 1.68, 6.67, repro,
2011-01-28,17.49, 47.45, -0.12, 1.47, 1.75, 6.96, repro,
2011-01-29,18.58, 46.82, -0.23, 1.43, 1.7, 6.76, repro,
2011-01-30,18.79, 47.32, 9.69, 1.57, 1.88, 7.46, repro,
2011-01-31,17.57, 47.80, -0.28, 1.49, 1.78, 7.07, repro,
2011-02-01,19.18, 47.06, -1.95, 1.74, 1.99, 8.22, repro,
2011-02-02,19.45, 48.84, -1.55, 1.6, 1.88, 7.63, repro,
2011-02-03,19.64, 50.68, -4.43, 1.55, 1.83, 7.35, repro,
2011-02-04,20.77, 49.16, 5.68, 1.9, 2.16, 9.01, repro,
2011-02-05,20.75, 48.09, -0.51, 1.82, 2.11, 8.57, repro,
2011-02-06,21.22, 47.66, -1.01, 1.87, 2.19, 8.79, repro,
2011-02-07,18.27, 47.81, 3.25, 1.67, 1.98, 7.92, repro,
2011-02-08,20.29, 47.22, 7.82, 1.6, 1.9, 7.59, repro,
2011-02-09,20.61, 51.72, -2.61, 1.71, 2.03, 8.17, repro,
2011-02-10,21.91, 51.23, 3.79, 1.63, 1.94, 7.72, repro,
2011-02-11,20.48, 49.52, -2.27, 1.66, 1.97, 7.87, repro,
2011-02-12,21.57, 50.71, 3.57, 1.56, 1.86, 7.45, repro,
2011-02-13,19.62, 50.10, 10.82, 1.69, 1.99, 8.09, repro,
2011-02-14,19.73, 47.72, 7.87, 1.41, 1.68, 6.69, repro,
2011-02-15,20.29, 49.31, 12.30, 1.6, 1.92, 7.54, repro,
2011-02-16,18.52, 49.90, 11.11, 1.64, 1.92, 7.81, repro,
2011-02-17,19.13, 49.18, 17.22, 1.6, 1.91, 7.59, repro,
2011-02-18,20.55, 48.35, 7.15, 1.58, 1.89, 7.53, repro,
2011-02-19,16.97, 53.10, 12.69, 1.71, 2.07, 8.05, repro,
2011-02-20,19.19, 46.40, 15.25, 1.68, 2.01, 8.02, repro,
2011-02-21,18.97, 49.43, 15.81, 1.57, 1.87, 7.47, repro,
2011-02-22,20.96, 49.23, 15.53, 1.53, 1.82, 7.25, repro,
2011-02-23,20.43, 49.09, 13.00, 1.51, 1.8, 7.18, repro,
2011-02-24,19.60, 49.13, 10.22, 1.44, 1.72, 6.9, repro,
2011-02-25,19.92, 49.74, 8.75, 1.44, 1.72, 6.92, repro,
2011-02-26,18.96, 50.92, 5.46, 1.42, 1.7, 6.79, repro,
2011-02-27,20.46, 50.25, 5.17, 1.43, 1.71, 6.84, repro,
2011-02-28,21.88, 48.87, 6.30, 1.51, 1.81, 7.24, repro,
2011-03-01,22.11, 50.66, 11.11, 1.55, 1.86, 7.49, repro,
2011-03-02,20.64, 47.34, 14.43, 1.72, 2.02, 8.14, repro,
2011-03-03,18.19, 51.14, 19.12, 2.04, 2.54, 9.82, repro,
2011-03-04,18.52, 50.45, 2.91, 1.86, 2.25, 8.81, repro,
2011-03-05,15.56, 51.26, 16.78, 1.99, 2.37, 9.55, repro,
2011-03-06,20.32, 53.74, 13.49, 1.93, 2.33, 9.28, repro,
2011-03-07,17.38, 51.30, 26.75, 1.82, 2.13, 8.63, repro,
2011-03-08,20.26, 48.32, 13.24, 1.58, 1.86, 7.48, repro,
2011-03-09,20.91, 49.18, 12.30, 1.65, 1.95, 7.83, repro,
2011-03-10,20.45, 50.72, 9.69, 1.4, 1.65, 6.64, repro,
2011-03-11,20.95, 50.72, 4.42, 1.5, 1.77, 7.17, repro,
2011-03-12,21.77, 50.82, 8.93, 1.46, 1.73, 7, repro,
2011-03-13,19.40, 51.83, 10.88, 1.49, 1.75, 7.06, repro,
2011-03-14,20.02, 52.12, 5.52, 1.49, 1.75, 7.05, repro,
2011-03-15,21.00, 53.45, 7.14, 1.65, 1.97, 7.84, repro,
2011-03-16,19.57, 54.95, 14.91, 1.55, 1.87, 7.28, repro,
2011-03-17,19.15, 53.27, -9.65, 1.75, 2.07, 8.27, repro,
2011-03-18,21.14, 51.28, 5.77, 1.68, 2, 7.92, repro,
2011-03-19,18.71, 52.00, 2.18, 1.74, 2.05, 8.22, repro,
2011-03-20,19.22, 48.52, 4.94, 1.59, 1.89, 7.56, repro,
2011-03-21,18.78, 52.06, 12.88, 1.71, 2.03, 8, repro,
2011-03-22,19.50, 49.09, 7.60, 1.74, 2.08, 8.24, repro,
2011-03-23,18.67, 54.06, 4.08, 1.61, 1.93, 7.72, repro,
2011-03-24,19.39, 49.86, 0.64, 1.52, 1.83, 7.28, repro,
2011-03-25,19.62, 48.90, -10.31, 1.84, 2.21, 8.82, repro,
2011-03-26,20.79, 52.47, -6.32, 1.92, 2.37, 9.16, repro,
2011-03-27,16.18, 51.49, 5.13, 1.8, 2.15, 8.78, repro,
2011-03-28,18.49, 51.84, 6.13, 1.68, 2.05, 8.14, repro,
2011-03-29,19.79, 51.95, 3.03, 1.57, 1.87, 7.6, repro,
2011-03-30,20.85, 50.80, 0.78, 1.46, 1.78, 7.05, repro,
2011-03-31,20.40, 52.79, 5.55, 1.62, 1.94, 7.64, repro,
2011-04-01,19.44, 53.41, 1.68, 1.49, 1.82, 7.12, repro,
2011-04-02,17.72, 51.42, 5.03, 1.51, 1.88, 7.28, repro,
2011-04-03,20.24, 51.14, 16.69, 1.68, 2.01, 8.1, repro,
2011-04-04,19.36, 50.68, 1.17, 1.74, 2.09, 8.24, repro,
2011-04-05,21.25, 52.79, 11.32, 1.83, 2.15, 8.9, repro,
2011-04-06,20.71, 50.68, 5.25, 1.65, 2, 7.89, repro,
2011-04-07,20.41, 50.24, 13.91, 1.7, 2.05, 8.12, repro,
2011-04-08,21.57, 50.74, 4.28, 1.55, 1.9, 7.5, repro,
2011-04-09,20.22, 53.82, 6.87, 1.6, 1.94, 7.62, repro,
2011-04-10,21.37, 53.17, 11.50, 1.68, 1.98, 7.91, repro,
2011-04-11,19.15, 57.88, 22.25, 1.89, 2.19, 8.82, repro,
2011-04-12,19.09, 51.66, 12.06, 1.76, 2.23, 8.49, repro,
2011-04-13,20.19, 54.72, -12.18, 1.88, 2.3, 9.02, repro,
2011-04-14,19.87, 55.58, -0.05, 1.91, 2.3, 9.29, repro,
2011-04-15,19.88, 52.62, -5.77, 1.89, 2.36, 9.02, repro,
2011-04-16,21.02, 50.56, 1.92, 1.56, 1.89, 7.46, repro,
2011-04-17,21.13, 52.41, 6.25, 1.67, 2.04, 7.96, repro,
2011-04-18,19.41, 53.04, 7.73, 1.72, 2.19, 8.31, repro,
2011-04-19,19.75, 51.06, 5.15, 1.77, 2.12, 8.41, repro,
2011-04-20,21.21, 52.43, -4.51, 1.72, 2.06, 8.19, repro,
2011-04-21,16.80, 51.59, 2.78, 1.65, 2.04, 7.97, repro,
2011-04-22,21.13, 55.66, 1.20, 1.65, 1.98, 7.89, repro,
2011-04-23,19.94, 54.94, 0.53, 1.58, 1.9, 7.56, repro,
2011-04-24,20.60, 56.23, -1.04, 1.87, 2.37, 9.14, repro,
2011-04-25,20.68, 51.82, -4.92, 2.06, 2.57, 9.94, repro,
2011-04-26,19.77, 53.63, 0.05, 1.99, 2.34, 9.55, repro,
2011-04-27,21.15, 51.70, -9.54, 2.01, 2.52, 9.67, repro,
2011-04-28,21.23, 54.77, -0.21, 1.57, 1.9, 7.55, repro,
2011-04-29,18.66, 49.46, 3.63, 1.87, 2.23, 8.86, repro,
2011-04-30,22.37, 50.30, -11.95, 1.73, 2.07, 8.23, repro,
2011-05-01,21.00, 53.48, 3.61, 1.53, 1.87, 7.34, repro,
2011-05-02,20.55, 54.10, -5.64, 1.48, 1.81, 7.12, repro,
2011-05-03,18.38, 55.01, -2.77, 1.49, 1.79, 7.14, repro,
2011-05-04,19.99, 53.98, -1.68, 1.29, 1.53, 6.21, repro,
2011-05-05,20.90, 54.79, -1.36, 1.4, 1.69, 6.66, repro,
2011-05-06,22.29, 53.30, 6.61, 1.29, 1.56, 6.17, repro,
2011-05-07,22.00, 53.38, 7.19, 1.5, 1.77, 7.3, repro,
2011-05-08,20.75, 54.70, 2.55, 1.58, 1.86, 7.69, repro,
2011-05-09,19.51, 52.55, -0.30, 1.81, 2.19, 8.8, repro,
2011-05-10,20.18, 51.78, 10.49, 1.85, 2.28, 9.02, repro,
2011-05-11,22.17, 54.38, -5.72, 1.6, 1.92, 7.75, repro,
2011-05-12,22.20, 53.05, -5.61, 1.62, 1.98, 7.8, repro,
2011-05-13,17.45, 52.57, -9.09, 1.92, 2.23, 9.18, repro,
2011-05-14,21.57, 55.09, 2.70, 1.63, 1.97, 7.88, repro,
2011-05-15,23.72, 49.69, -2.80, 1.91, 2.31, 9.28, repro,
2011-05-16,21.28, 55.53, -4.11, 1.74, 2.14, 8.5, repro,
2011-05-17,19.62, 55.92, -1.46, 1.9, 2.34, 9.26, repro,
2011-05-18,20.01, 53.43, -4.48, 2.02, 2.53, 9.79, repro,
2011-05-19,19.65, 54.32, -5.48, 1.71, 2.07, 8.3, repro,
2011-05-20,18.46, 54.83, -0.99, 1.62, 2, 7.82, repro,
2011-05-21,20.43, 54.68, 7.57, 1.5, 1.86, 7.26, repro,
2011-05-22,22.35, 55.88, 8.14, 1.59, 1.93, 7.8, repro,
2011-05-23,19.76, 55.30, 7.12, 1.8, 2.19, 8.92, repro,
2011-05-24,22.48, 54.82, 4.00, 1.97, 2.47, 9.58, repro,
2011-05-25,20.49, 54.88, 1.00, 1.53, 1.87, 7.46, repro,
2011-05-26,20.61, 54.90, -0.12, 1.72, 2.08, 8.41, repro,
2011-05-27,20.75, 54.54, 8.51, 2, 2.44, 9.73, repro,
2011-05-28,20.81, 55.72, 0.20, 2.01, 2.5, 10.04, repro,
2011-05-29,21.65, 53.43, -2.24, 1.67, 2.03, 8.16, repro,
2011-05-30,20.12, 54.86, 5.50, 1.75, 2.09, 8.54, repro,
2011-05-31,20.94, 53.90, 6.41, 1.77, 2.15, 8.64, repro,
2011-06-01,20.40, 54.99, -3.29, 1.99, 2.44, 9.55, repro,
2011-06-02,20.10, 54.98, 4.08, 1.57, 1.9, 7.61, repro,
2011-06-03,19.09, 53.27, 13.98, 1.8, 2.24, 8.46, repro,
2011-06-04,20.98, 55.57, -1.52, 1.69, 2, 7.92, repro,
2011-06-05,20.91, 56.15, -3.68, 1.88, 2.23, 9.09, repro,
2011-06-06,20.01, 53.54, 10.35, 1.48, 1.77, 7.04, repro,
2011-06-07,18.83, 55.24, 16.64, 1.65, 1.94, 7.89, repro,
2011-06-08,21.25, 55.45, 5.42, 1.55, 1.84, 7.41, repro,
2011-06-09,21.23, 53.07, 5.87, 1.58, 1.86, 7.54, repro,
2011-06-10,18.56, 53.41, 11.40, 1.62, 1.94, 7.65, repro,
2011-06-11,17.36, 52.81, 3.23, 1.9, 2.19, 9.03, repro,
2011-06-12,21.19, 52.81, 7.91, 1.89, 2.22, 8.91, repro,
2011-06-13,21.33, 53.09, 0.72, 1.66, 1.95, 7.91, repro,
2011-06-14,20.73, 55.53, 4.13, 1.62, 1.9, 7.7, repro,
2011-06-15,20.44, 55.23, 6.93, 1.72, 2.08, 8.06, repro,
2011-06-16,21.70, 53.21, 1.08, 1.8, 2.1, 8.58, repro,
2011-06-17,22.20, 59.28, 1.77, 1.56, 1.86, 7.44, repro,
2011-06-18,24.30, 56.35, -2.28, 2, 2.45, 9.56, repro,
2011-06-19,21.29, 52.05, 4.10, 2.2, 2.69, 10.68, repro,
2011-06-20,18.73, 53.40, 5.69, 1.67, 1.96, 8, repro,
2011-06-21,21.42, 54.24, 4.84, 1.55, 1.83, 7.43, repro,
2011-06-22,20.28, 57.79, -6.71, 1.55, 1.87, 7.48, repro,
2011-06-23,20.08, 57.80, -7.44, 1.67, 1.98, 8.02, repro,
2011-06-24,20.11, 53.98, -4.47, 1.79, 2.21, 8.58, repro,
2011-06-25,22.47, 56.30, 6.17, 1.99, 2.44, 9.69, repro,
2011-06-26,20.99, 53.44, -7.96, 1.93, 2.26, 9.31, repro,
2011-06-27,21.70, 52.94, -4.63, 1.8, 2.17, 8.68, repro,
2011-06-28,23.61, 59.98, -12.16, 1.7, 2, 8.27, repro,
2011-06-29,22.82, 63.20, -16.51, 1.56, 1.87, 7.57, repro,
2011-06-30,19.44, 51.84, -3.12, 1.74, 2.04, 8.36, repro,
2011-07-01,22.97, 58.34, -5.86, 1.65, 1.93, 7.96, repro,
2011-07-02,21.79, 55.87, -6.39, 1.69, 2.01, 8.14, repro,
2011-07-03,22.71, 59.22, -10.77, 1.73, 2.05, 8.43, repro,
2011-07-04,22.22, 55.86, -1.67, 1.6, 1.93, 7.74, repro,
2011-07-05,21.92, 56.36, -0.58, 1.71, 2.01, 8.29, repro,
2011-07-06,20.68, 56.19, -3.62, 1.6, 1.86, 7.79, repro,
2011-07-07,21.70, 56.53, 2.77, 1.71, 1.99, 8.3, repro,
2011-07-08,22.97, 55.00, 4.46, 1.46, 1.71, 7.1, repro,
2011-07-09,23.21, 55.84, -6.52, 1.57, 1.82, 7.57, repro,
2011-07-10,23.42, 54.61, -2.18, 1.84, 2.13, 8.95, repro,
2011-07-11,23.54, 56.66, 10.71, 1.73, 1.99, 8.26, repro,
2011-07-12,22.83, 55.19, -4.45, 1.65, 1.95, 7.98, repro,
2011-07-13,23.75, 56.12, 2.85, 1.69, 1.95, 8.08, repro,
2011-07-14,22.28, 55.72, -2.80, 1.57, 1.83, 7.51, repro,
2011-07-15,21.89, 55.70, 5.32, 1.75, 2.02, 8.42, repro,
2011-07-16,22.16, 55.55, 14.51, 2.21, 2.54, 10.57, repro,
2011-07-17,21.04, 55.31, 11.33, 1.83, 2.09, 8.77, repro,
2011-07-18,21.41, 57.74, 6.22, 1.94, 2.17, 9.27, repro,
2011-07-19,23.62, 57.66, 12.93, 1.9, 2.16, 9.04, repro,
2011-07-20,27.39, 57.24, 10.37, 2, 2.34, 9.8, repro,
2011-07-21,23.22, 54.00, -0.73, 2.21, 2.5, 10.51, repro,
2011-07-22,24.33, 55.82, 4.67, 1.89, 2.15, 9.11, repro,
2011-07-23,27.17, 58.80, 10.93, 1.88, 2.15, 8.88, repro,
2011-07-24,25.29, 57.09, 0.50, 1.81, 2.07, 8.52, repro,
